instruction,name,description
shipping addtess trouble,Secondary Delivery/Shipping Address Setup Issues,[Customers need assistance setting up a secondary delivery or shipping address.]
help me submit another delivery address,Secondary Delivery/Shipping Address Setup Issues,[Customers need assistance setting up a secondary delivery or shipping address.]
there is a problem entering my new shipping address,Secondary Delivery/Shipping Address Setup Issues,[Customers need assistance setting up a secondary delivery or shipping address.]
y i cant set my secondary deilvery address valid up,Secondary Delivery/Shipping Address Setup Issues,[Customers need assistance setting up a secondary delivery or shipping address.]
I have troubles submittng the shipping address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
I don't know what to do to submit a shipping address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
can you help me submit a different delivery address?,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
"I have got to submit the secondary shipping address, help me",Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
I have a trouble entering a goddamn shipping address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
there are issues setting a delivery address up,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
I want help to set my shipping address up,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
what do i have to do to submit my shipping  address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
need to submit a new shipping adress,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
i want assistance setting the secondary delivery  address up,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
i do not know how i can set up the delivery address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
"I have to enter the shipping address, how do I do it?",Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
problems submitting a delivery address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
I can't enter the shipping address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
their are errors submitting my fucking shipping address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
"I have to enter my secondary delivery address, I need help",Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
support entering a different delivery address,Validation Issues with Delivery/Shipping Address,[Customers are encountering issues with their delivery or shipping address being invalid.]
